pl;pw;sl;sw;id
7.1;3.0;6.1;1.9;1176
6.1;2.7;4.8;1.7;1177
6.1;3.0;5.0;2.0;1178
6.5;2.6;5.5;2.2;1179
7.1;2.9;5.7;1.6;1180
7.4;2.6;6.0;1.9;1181
7.7;3.8;6.3;2.1;1182
6.3;2.9;5.5;2.2;1183
6.4;2.8;5.0;1.5;1184
6.1;2.6;5.6;1.5;1185
7.5;3.0;6.1;2.4;1186
6.3;3.3;5.7;2.4;1187
6.3;3.1;5.4;1.9;1188
5.9;3.0;4.9;1.9;1189
6.8;3.0;5.3;2.1;1190
6.7;3.0;5.5;2.5;1191
6.9;3.2;5.1;2.3;1192
5.6;2.8;5.0;2.0;1193
6.6;3.1;5.9;2.3;1194
6.7;3.1;5.6;2.4;1195
6.3;2.4;5.1;1.9;1197
6.5;3.1;5.3;2.1;1198
6.1;3.4;5.4;2.4;1199
5.8;3.0;5.2;2.0;1200
4.7;3.0;1.6;0.2;1204
5.1;3.6;1.4;0.2;1205
5.4;3.8;1.7;0.5;1206
5.0;3.2;1.5;0.3;1208
4.4;2.8;1.4;0.2;1209
4.9;2.9;1.5;0.1;1210
5.3;3.5;1.5;0.2;1211
4.8;3.3;1.6;0.3;1212
4.8;3.1;1.3;0.1;1213
4.3;3.0;1.0;0.2;1214
5.8;3.9;1.1;0.3;1215
5.7;4.3;1.5;0.4;1216
4.9;3.5;1.3;0.5;1218
5.1;3.8;1.6;0.3;1220
5.4;3.3;1.5;0.1;1221
5.0;3.5;1.5;0.5;1222
4.6;3.7;0.9;0.2;1223
5.2;3.3;1.7;0.6;1224
4.8;3.3;1.8;0.2;1225
5.0;3.0;1.5;0.1;1226
5.0;3.3;1.5;0.5;1227
5.1;3.5;1.5;0.2;1228
5.3;3.3;1.4;0.2;1229
4.7;3.2;1.6;0.3;1230
4.8;3.2;1.5;0.2;1231
5.3;3.3;1.4;0.4;1232
5.3;4.1;1.4;0.2;1233
5.4;4.3;1.4;0.3;1234
4.8;3.0;-9999;-9999;1235
5.0;3.1;1.1;0.1;1236
5.4;3.4;1.1;0.2;1237
4.8;2.9;1.5;0.3;1238
4.3;3.1;1.2;0.2;1239
5.2;3.4;1.4;0.2;1240
4.9;3.5;1.1;0.3;1241
4.4;2.4;1.2;0.2;1242
4.4;3.3;1.3;0.2;1243
5.0;3.4;1.7;0.6;1244
5.0;3.6;1.8;0.4;1245
4.7;3.1;1.4;0.4;1246
5.1;3.8;1.6;0.3;1247
4.5;3.2;1.3;0.3;1248
5.2;3.7;1.4;0.2;1249
4.8;3.2;1.4;0.4;1250
5.4;2.3;3.8;1.4;1254
5.9;2.9;4.3;1.5;1262
5.8;2.6;3.9;1.2;1283
5.8;2.5;3.8;1.3;1293
5.7;3.0;4.0;1.3;1296
5.6;2.7;4.1;1.3;1300
6.2;3.4;5.9;2.5;1301
7.2;3.0;5.8;2.1;1303
6.2;3.0;5.6;1.9;1304
6.3;3.0;5.8;2.3;1305
7.4;2.9;6.5;2.1;1306
4.9;2.4;4.4;1.8;1307
7.2;2.8;6.2;1.8;1308
6.6;2.4;5.7;1.9;1309
7.0;3.5;6.2;2.5;1310
6.4;3.1;5.1;2.1;1311
5.6;2.5;5.0;2.1;1314
5.8;2.7;5.0;2.4;1315
6.4;3.2;5.3;2.4;1316
6.3;3.0;5.3;1.8;1317
7.8;3.7;6.7;2.2;1318
7.7;2.5;7.0;2.3;1319
6.0;2.2;4.9;1.5;1320
6.8;3.0;5.7;2.3;1321
5.5;2.7;4.9;2.1;1322
6.2;2.6;4.9;1.9;1324
6.8;3.2;5.6;2.2;1325
7.2;3.2;6.0;1.8;1326
6.1;2.7;4.8;1.8;1327
6.1;2.9;4.9;1.8;1328
6.4;2.7;5.6;2.1;1329
7.1;3.0;5.7;1.6;1330
7.3;2.7;6.0;1.8;1331
7.9;3.8;6.5;2.1;1332
6.3;2.8;5.5;2.4;1333
6.3;2.7;5.1;1.7;1334
6.0;2.6;5.6;1.4;1335
7.6;3.0;6.2;2.4;1336
6.3;3.3;5.6;2.5;1337
6.2;3.1;5.6;1.8;1338
6.1;3.0;4.6;1.9;1339
6.8;3.1;5.4;22;1340
6.9;3.1;5.1;2.3;1342
5.6;2.7;5.2;2.0;1343
6.7;3.2;5.7;2.4;1344
6.7;3.3;5.6;2.5;1345
6.6;3.1;5.2;2.3;1346
6.4;2.5;5.0;1.9;1347
6.6;3.0;5.3;2.1;1348
6.1;3.3;5.4;2.4;1349
5.8;3.0;5.0;1.7;1350
5.0;3.5;1.5;0.3;1351
4.9;2.8;1.4;0.2;1352
4.7;3.1;1.4;0.1;1353
4.5;2.9;1.5;0.1;1354
5.0;3.6;1.4;0.2;1355
5.4;3.9;1.5;0.4;1356
4.6;3.3;1.3;0.5;1357
4.9;3.4;1.5;0.2;1358
4.4;2.9;1.3;0.2;1359
4.9;3.0;1.4;0.2;1360
5.3;3.6;1.3;0.2;1361
4.7;3.1;1.3;0.2;1363
4.3;3.0;1.1;0.1;1364
5.7;4.0;1.1;0.2;1365
5.7;4.3;1.4;0.4;1366
5.3;3.9;1.2;0.5;1367
5.2;3.4;1.4;0.4;1368
5.6;3.6;1.7;0.4;1369
4.9;3.7;1.4;0.3;1370
5.3;3.4;1.7;0.2;1371
5.2;3.6;1.4;0.5;1372
4.7;3.6;0.8;0.2;1373
5.0;3.2;1.6;0.4;1374
4.6;3.2;1.7;0.2;1375
5.0;2.9;1.6;0.4;1376
5.0;3.3;1.5;0.5;1377
5.2;3.5;1.4;0.3;1378
4.7;3.2;1.6;0.3;1380
4.8;3.0;1.5;0.2;1381
5.5;3.3;1.4;0.4;1382
5.1;4.0;1.4;0.1;1383
5.6;4.3;1.2;0.2;1384
4.9;3.1;1.5;0.2;1385
4.9;3.1;1.2;0.2;1386
5.5;3.5;1.3;0.2;1387
4.7;3.0;1.4;0.1;1388
4.3;2.8;1.3;0.2;1389
5.1;3.3;1.4;0.3;1390
4.9;3.4;1.3;0.4;1391
4.5;2.1;1.3;0.3;1392
4.9;3.5;1.6;0.7;1394
5.1;3.6;1.9;0.5;1395
4.6;3.0;1.5;0.5;1396
4.6;3.1;1.3;0.2;1398
4.8;3.2;1.4;0.3;1400
6.3;3.2;4.5;1.5;1402
6.3;2.9;4.3;1.3;1425
5.6;2.7;3.9;1.2;1433
5.1;2.4;3.0;1.0;1449
6.3;3.3;6.0;2.6;1451
5.6;2.6;5.0;1.9;1452
7.0;2.8;5.8;2.0;1453
6.3;3.0;5.8;2.2;1455
7.4;3.0;6.7;2.2;1456
4.9;2.4;4.5;1.7;1457
7.1;2.9;6.1;1.9;1458
6.7;2.5;5.7;1.8;1459
7.1;3.5;6.1;2.4;1460
6.5;2.5;5.3;1.9;1462
6.8;3.1;5.4;2.0;1463
5.5;2.4;5.0;2.0;1464
5.8;2.9;5.1;2.4;1465
6.4;2.9;5.5;1.9;1467
7.7;3.6;6.7;2.4;1468
6.0;2.1;4.8;1.6;1470
6.7;3.2;5.6;2.3;1471
5.5;2.7;4.9;2.0;1472
6.3;2.6;4.8;1.9;1474
6.7;3.3;5.6;2.1;1475
7.0;3.1;6.0;2.0;1476
6.0;2.7;4.9;1.9;1477
5.9;3.0;4.9;1.8;1478
6.5;2.8;5.4;2.2;1479
7.1;3.0;-9999;-9999;1480
7.3;2.6;6.0;1.8;1481
7.9;3.7;6.3;2.1;1482
6.4;2.9;5.6;2.2;1483
6.3;2.8;5.2;1.5;1484
6.0;2.7;5.4;1.5;1485
7.6;2.9;5.9;2.4;1486
6.4;3.3;5.4;2.5;1487
6.3;3.2;5.4;1.9;1488
6.9;2.9;5.4;2.3;1490
6.7;3.0;5.6;2.4;1491
7.0;3.2;5.1;2.4;1492
5.6;2.6;5.0;2.0;1493
6.7;3.1;5.9;2.3;1494
6.8;3.2;5.7;2.6;1495
6.7;2.9;5.0;2.4;1496
6.2;2.5;5.0;1.9;1497
6.3;3.0;5.2;2.0;1498
5.8;3.0;5.1;1.8;1500
5.1;3.4;1.4;0.3;1501
4.9;2.9;1.4;0.2;1502
4.7;3.0;1.4;0.2;1503
4.9;3.6;1.5;0.2;1505
5.3;4.0;1.7;0.4;1506
4.5;3.5;1.2;0.4;1507
5.0;3.4;1.3;0.3;1508
4.4;2.9;1.3;0.2;1509
4.8;3.0;1.4;0.1;1510
5.5;3.6;1.4;0.2;1511
4.8;3.4;1.6;0.1;1512
4.7;2.9;1.2;0.1;1513
4.4;2.9;1.0;0.1;1514
5.8;3.9;1.1;0.3;1515
5.4;3.7;1.3;0.5;1517
5.1;3.6;1.2;0.3;1518
5.6;3.6;1.6;0.4;1519
5.1;3.9;1.3;0.3;1520
5.5;3.4;1.7;0.3;1521
5.1;3.8;1.6;0.5;1522
4.5;3.7;0.8;0.3;1523
4.6;3.4;1.9;0.3;1525
5.0;3.0;1.7;0.3;1526
5.0;3.3;1.5;0.3;1527
5.3;3.5;1.3;0.2;1528
5.2;3.4;1.4;0.2;1529
4.7;3.1;1.5;0.3;1530
4.8;3.0;1.6;0.3;1531
5.5;3.2;1.4;0.5;1532
5.1;4.1;1.4;0.1;1533
5.6;4.1;1.3;0.1;1534
4.8;3.0;1.3;0.3;1535
4.9;3.1;1.1;0.4;1536
5.5;3.5;1.4;0.3;1537
5.0;2.9;1.5;0.1;1538
4.3;2.9;1.3;0.2;1539
5.1;3.4;1.5;0.3;1540
4.9;3.4;1.2;0.4;1541
4.4;3.2;1.3;0.3;1543
5.0;3.4;1.6;0.5;1544
4.7;2.8;1.4;0.4;1546
5.1;3.7;1.6;0.2;1547
4.6;3.3;1.3;0.3;1548
5.2;3.7;1.4;0.2;1549
4.9;3.2;1.3;0.1;1550
6.8;3.0;4.9;1.4;1553
4.8;2.3;3.2;1.0;1558
5.0;1.9;3.5;1.2;1561
6.0;2.2;3.8;0.9;1563
6.0;2.8;4.1;1.3;1572
5.5;2.4;3.6;1.0;1580
6.6;3.2;4.6;1.6;1587
6.2;2.2;4.4;1.3;1588
5.5;3.0;4.0;1.3;1596
6.2;3.2;5.9;2.4;1601
5.6;2.8;5.1;2.0;1602
6.9;2.9;6.0;2.2;1603
6.3;2.7;5.5;1.7;1604
6.3;2.9;5.7;2.3;1605
7.6;2.9;6.6;2.1;1606
4.8;2.5;4.4;1.7;1607
7.3;2.8;6.2;1.9;1608
6.7;2.5;5.9;2.0;1609
7.2;3.5;6.0;2.6;1610
6.6;3.3;5.1;2.1;1611
6.4;2.7;5.3;2.0;1612
6.9;2.9;5.4;2.2;1613
5.7;2.3;5.0;1.9;1614
5.8;2.7;5.1;2.4;1615
6.3;3.2;5.3;2.3;1616
6.6;2.9;5.3;1.9;1617
7.8;3.6;6.6;2.3;1618
6.0;2.2;4.9;1.7;1620
5.5;2.8;4.7;2.0;1622
7.6;2.7;6.6;2.1;1623
6.3;2.7;4.9;1.9;1624
6.7;3.2;5.6;2.2;1625
7.1;3.1;5.8;1.9;1626
6.0;2.7;4.9;1.8;1627
6.1;2.9;4.8;2.0;1628
6.4;2.8;5.5;2.2;1629
7.0;3.0;5.8;1.6;1630
7.4;2.8;6.0;2.0;1631
7.7;3.7;6.4;2.0;1632
6.3;2.8;5.5;2.3;1633
6.3;2.8;5.1;1.6;1634
6.0;2.6;5.4;1.6;1635
7.7;2.9;6.1;2.3;1636
6.3;3.4;5.7;2.3;1637
6.3;3.1;5.5;1.7;1638
6.0;2.9;4.8;1.8;1639
6.8;3.0;5.3;2.0;1640
6.6;3.2;5.6;2.4;1641
6.9;3.1;5.1;2.3;1642
5.7;2.8;5.1;1.9;1643
6.8;3.1;5.7;2.4;1644
6.6;3.1;5.6;2.6;1645
6.5;3.0;5.2;2.4;1646
6.2;2.5;4.8;2.0;1647
6.5;3.0;5.1;2.1;1648
6.3;3.4;5.4;2.3;1649
5.9;2.9;5.0;1.9;1650
5.0;3.4;1.2;0.3;1651
4.8;3.0;1.3;0.2;1652
4.7;3.0;1.1;0.2;1653
4.5;3.1;1.5;0.3;1654
4.9;3.5;1.4;0.2;1655
5.3;4.0;1.6;0.5;1656
4.4;3.5;1.3;0.5;1657
5.0;3.3;1.5;0.2;1658
4.8;3.0;1.4;0.1;1660
5.3;3.6;1.5;0.2;1661
4.8;3.3;1.7;0.3;1662
4.8;2.9;1.5;0.2;1663
5.8;3.9;1.1;0.3;1665
5.7;4.5;1.3;0.5;1666
5.5;3.9;1.1;0.5;1667
5.0;3.4;1.3;0.5;1668
5.6;3.6;1.8;0.3;1669
5.0;3.7;1.5;0.2;1670
5.3;3.3;1.5;0.3;1671
5.0;3.6;1.3;0.4;1672
4.5;3.7;0.9;0.2;1673
5.2;3.3;1.7;0.5;1674
4.7;3.4;1.7;0.2;1675
4.9;2.9;1.5;0.3;1676
5.0;3.4;1.6;0.5;1677
5.2;3.3;1.4;0.3;1679
4.6;3.0;1.6;0.3;1680
4.7;3.1;1.5;0.4;1681
5.2;3.4;1.4;0.4;1682
5.1;4.0;1.5;0.1;1683
5.4;4.3;1.4;0.3;1684
5.0;3.0;1.4;0.1;1685
5.0;3.2;1.1;0.3;1686
5.5;3.5;1.3;0.1;1687
4.9;3.1;1.3;0.1;1688
4.5;2.9;1.3;0.2;1689
5.1;3.4;1.3;0.3;1690
4.9;3.5;1.3;0.3;1691
4.4;2.3;1.1;0.4;1692
4.4;3.1;1.2;0.1;1693
4.8;3.4;1.5;0.5;1694
4.8;3.0;1.4;0.2;1696
4.9;3.7;1.6;0.2;1697
4.6;3.2;1.5;0.3;1698
5.3;3.5;1.6;0.3;1699
4.9;3.3;1.5;0.2;1700
7.0;3.3;4.8;1.5;1701
6.1;3.3;4.5;1.6;1707
6.6;2.8;4.6;1.3;1709
5.9;3.0;4.8;2.0;1721
6.5;2.7;4.2;1.3;1725
6.5;3.1;4.7;1.6;1737
5.5;2.9;4.1;1.3;1739
5.5;2.4;3.9;1.5;1740
5.5;2.8;4.1;1.3;1747
6.4;3.2;6.1;2.5;1751
5.7;2.8;5.1;1.8;1752
7.1;2.9;5.9;2.2;1753
6.3;2.9;5.6;1.8;1754
6.5;3.0;5.7;2.3;1755
7.6;3.0;6.6;2.1;1756
4.8;2.5;4.4;1.7;1757
7.3;2.8;6.3;1.9;1758
6.6;2.4;5.8;1.8;1759
6.5;3.3;5.0;1.9;1761
6.3;2.7;5.1;1.8;1762
6.7;2.8;5.5;2.2;1763
5.6;2.6;5.0;2.0;1764
5.7;2.9;5.2;2.3;1765
6.4;2.9;5.4;1.8;1767
7.5;3.8;6.6;2.3;1768
7.7;2.6;6.8;2.3;1769
5.9;2.0;5.1;1.5;1770
6.9;3.2;5.7;2.4;1771
5.4;2.8;5.0;2.1;1772
7.6;2.7;6.5;2.1;1773
6.3;2.5;4.9;1.9;1774
6.5;3.3;5.6;2.1;1775
7.1;3.1;6.0;2.0;1776
6.0;2.7;4.8;1.9;1777
6.0;3.0;4.8;1.7;1778
6.4;2.8;5.6;2.1;1779
7.1;3.0;5.8;1.6;1780
7.3;2.7;6.0;2.0;1781
7.8;3.8;6.3;2.0;1782
6.2;2.8;5.6;2.1;1783
6.2;2.8;5.1;1.4;1784
6.0;2.6;5.5;1.5;1785
7.6;3.0;6.0;2.3;1786
6.2;3.3;5.5;2.4;1787
6.3;3.1;5.5;1.8;1788
5.9;2.8;4.8;1.8;1789
6.8;3.0;5.3;2.1;1790
6.5;3.0;5.6;2.3;1791
6.8;3.1;5.0;2.3;1792
5.7;2.6;4.9;2.0;1793
6.8;3.1;5.9;2.4;1794
6.7;3.4;5.6;2.5;1795
6.7;2.9;5.2;2.5;1796
6.2;2.4;5.0;1.9;1797
6.2;3.4;5.3;2.3;1799
5.7;2.9;5.0;1.9;1800
4.9;3.5;1.3;0.2;1801
4.6;3.2;1.2;0.2;1803
5.0;3.5;1.3;0.3;1805
5.2;3.8;1.6;0.4;1806
4.5;3.5;1.4;0.2;1807
4.9;3.2;1.5;0.4;1808
4.3;2.8;1.4;0.3;1809
4.9;3.0;1.4;0.1;1810
5.3;3.8;1.3;0.3;1811
4.7;3.3;1.5;0.1;1812
4.9;3.0;1.3;0.2;1813
4.3;3.0;1.0;0.2;1814
5.8;4.0;1.1;0.1;1815
5.7;4.4;1.4;0.5;1816
5.3;3.9;1.3;0.6;1817
4.9;3.5;1.4;0.3;1818
5.6;3.7;1.5;0.3;1819
5.1;3.9;1.5;0.3;1820
5.2;3.3;1.7;0.3;1821
5.1;3.8;1.5;0.5;1822
4.4;3.5;0.8;0.3;1823
5.0;3.4;1.6;0.5;1824
4.8;3.5;1.7;0.2;1825
5.0;3.1;1.5;0.2;1826
5.0;3.4;1.6;0.5;1827
5.0;3.6;1.4;0.3;1828
5.1;3.4;1.3;0.4;1829
4.7;3.2;1.5;0.2;1830
5.4;3.4;1.4;0.5;1832
5.2;4.1;1.3;0.1;1833
5.4;4.2;1.5;0.1;1834
4.8;3.0;1.4;0.2;1835
5.0;3.1;1.2;0.3;1836
5.5;3.4;1.2;0.3;1837
4.8;3.0;1.5;0.1;1838
4.3;2.9;1.2;0.2;1839
5.0;3.3;1.6;0.3;1840
4.6;2.2;1.3;0.3;1842
5.0;3.6;1.5;0.6;1844
5.1;3.7;1.8;0.3;1845
4.7;3.1;1.3;0.3;1846
5.0;3.8;1.6;0.2;1847
4.6;3.0;1.3;0.2;1848
5.3;3.5;1.4;0.3;1849
6.9;3.0;5.0;1.6;1853
5.6;2.2;3.9;1.3;1854
5.5;3.0;3.5;1.5;1865
5.5;2.4;3.8;1.0;1870
6.4;3.0;4.5;1.5;1876
5.4;2.5;3.8;1.2;1881
5.4;3.0;4.5;1.6;1885
6.2;2.2;4.2;1.4;1888
5.0;2.3;3.3;1.0;1894
6.3;3.2;6.0;2.6;1901
5.8;2.5;5.1;2.0;1902
7.0;3.0;5.9;2.2;1903
6.2;2.9;5.5;2.0;1904
6.5;2.9;5.8;2.2;1905
7.6;2.8;6.7;2.1;1906
4.9;2.5;4.4;1.8;1907
7.3;2.8;6.2;1.9;1908
6.7;2.4;5.8;1.7;1909
7.0;3.6;5.9;2.7;1910
6.5;3.2;5.1;1.9;1911
6.5;2.7;5.3;1.9;1912
6.7;3.0;5.5;2.1;1913
5.7;2.3;5.0;2.2;1914
5.8;2.7;5.1;2.4;1915
6.5;3.3;5.1;2.3;1916
6.3;2.9;5.5;1.8;1917
7.7;2.6;6.8;2.4;1919
5.9;2.1;4.9;1.6;1920
6.8;3.2;5.7;2.3;1921
5.5;2.6;4.9;2.2;1922
7.6;2.7;6.7;2.0;1923
6.3;2.8;4.9;1.9;1924
6.6;3.3;5.5;2.1;1925
7.1;3.2;6.0;1.9;1926
6.1;2.8;4.7;1.8;1927
6.0;2.9;4.8;1.9;1928
6.4;2.8;5.6;2.1;1929
7.1;2.9;5.7;1.7;1930
7.3;2.8;6.0;1.9;1931
7.8;3.7;6.2;2.0;1932
6.3;2.7;5.5;2.2;1933
6.2;2.6;5.2;1.6;1934
6.0;2.5;5.4;1.5;1935
7.6;2.8;6.0;2.3;1936
6.2;3.5;5.4;2.4;1937
6.4;3.1;5.5;1.8;1938
5.9;2.9;4.8;2.0;1939
6.8;3.0;5.2;2.0;1940
6.5;3.0;5.6;2.5;1941
6.9;3.1;5.0;2.3;1942
5.6;2.8;5.1;2.0;1943
6.7;3.0;6.0;2.3;1944
6.6;3.1;5.7;2.5;1945
6.7;3.0;5.2;2.4;1946
6.3;2.5;5.0;2.0;1947
6.5;2.9;5.3;2.0;1948
5.7;3.1;5.0;1.7;1950
4.9;3.6;1.4;0.3;1951
5.0;2.8;1.4;0.1;1952
4.6;3.0;1.2;0.1;1953
4.7;3.1;1.3;0.4;1954
5.0;3.5;1.3;0.3;1955
4.6;3.5;1.3;0.3;1957
5.0;3.5;1.5;0.3;1958
4.4;2.8;1.5;0.3;1959
5.0;3.0;1.5;0.2;1960
5.2;3.8;1.5;0.2;1961
4.8;2.9;1.4;0.2;1963
4.3;3.1;1.0;0.1;1964
5.8;3.9;1.2;0.3;1965
5.6;4.3;1.4;0.5;1966
5.1;3.3;1.2;0.4;1968
5.6;3.8;1.6;0.3;1969
5.0;3.7;1.4;0.4;1970
5.3;3.3;1.6;0.1;1971
5.1;3.6;-9999;-9999;1972
4.7;3.6;0.9;0.3;1973
5.0;3.2;1.7;0.6;1974
4.8;3.3;1.7;0.3;1975
5.1;3.4;1.6;0.5;1977
5.0;3.6;1.5;0.2;1978
5.2;3.2;1.4;0.3;1979
4.6;3.2;1.7;0.2;1980
4.8;3.1;1.6;0.2;1981
5.4;3.4;1.4;0.4;1982
5.0;4.0;1.4;0.1;1983
5.6;4.1;1.3;0.3;1984
4.7;3.1;1.4;0.1;1985
4.9;3.1;1.3;0.3;1986
5.4;3.5;1.3;0.3;1987
4.9;3.1;1.5;0.2;1988
4.9;3.2;1.4;0.3;1990
4.2;3.2;1.4;0.1;1993
5.1;3.7;2.0;0.4;1995
4.8;2.9;1.3;0.4;1996
5.0;3.7;1.6;0.3;1997
4.5;3.1;1.2;0.2;1998
4.9;3.3;1.4;0.2;2000
6.9;3.2;4.7;1.5;2001
5.7;2.7;4.5;1.3;2006
6.5;2.8;4.6;1.3;2009
5.8;2.8;4.5;1.5;2029
5.4;2.4;3.8;1.0;2032
6.2;3.2;6.0;2.6;2051
5.8;2.7;5.0;2.0;2052
7.1;3.0;5.9;2.1;2053
6.3;2.8;5.7;1.9;2054
6.4;2.9;5.7;2.3;2055
7.5;2.8;6.7;2.2;2056
5.0;2.4;4.5;1.8;2057
7.3;2.8;6.2;1.9;2058
6.6;2.4;5.7;1.8;2059
7.1;3.5;6.1;2.5;2060
6.5;3.0;5.1;2.0;2061
6.4;2.6;5.2;1.9;2062
6.6;2.9;5.5;2.2;2063
5.7;2.3;5.0;2.0;2064
5.8;2.8;5.1;2.4;2065
6.5;3.0;5.5;1.9;2067
7.6;3.8;6.5;2.1;2068
7.6;2.6;6.8;2.3;2069
6.0;2.2;5.0;1.7;2070
6.9;3.2;5.6;2.3;2071
5.7;2.7;4.9;2.2;2072
7.5;2.7;6.6;2.0;2073
6.2;2.7;4.8;1.8;2074
6.7;3.3;5.6;2.2;2075
7.2;3.2;6.0;1.8;2076
6.1;2.6;4.7;1.9;2077
6.2;3.0;4.9;1.9;2078
6.5;2.8;5.5;2.1;2079
7.1;2.9;5.8;1.7;2080
7.3;2.6;6.0;2.0;2081
7.9;3.6;6.2;1.9;2082
6.3;2.8;5.6;2.3;2083
6.2;2.7;5.0;1.6;2084
6.0;2.5;5.7;1.4;2085
7.6;2.9;5.9;2.4;2086
6.1;3.3;5.5;2.4;2087
6.5;3.1;5.6;1.9;2088
5.8;2.9;4.8;1.9;2089
6.9;3.2;5.5;2.2;2090
6.7;3.0;5.5;2.4;2091
6.8;3.1;5.1;2.4;2092
5.7;2.5;5.0;2.0;2093
6.8;3.3;5.8;2.4;2094
6.7;3.2;5.5;2.7;2095
6.7;2.9;5.3;2.3;2096
6.3;2.4;4.9;1.8;2097
6.4;2.9;5.1;2.0;2098
6.3;3.4;5.3;2.4;2099
5.9;2.9;5.0;2.0;2100
4.9;3.0;1.4;0.2;2102
4.6;3.2;1.3;0.3;2103
4.4;3.1;1.5;0.4;2104
5.1;3.5;1.3;0.3;2105
5.4;3.7;1.6;0.4;2106
4.6;3.4;1.3;0.3;2107
5.0;3.4;1.4;0.4;2108
4.9;3.1;1.5;0.1;2110
5.5;3.7;1.5;0.2;2111
4.8;3.3;1.5;0.3;2112
4.7;2.9;1.2;0.2;2113
4.4;2.9;1.0;0.2;2114
5.8;4.0;1.1;0.3;2115
5.3;4.0;1.2;0.4;2117
5.0;3.4;1.5;0.4;2118
5.6;3.8;1.6;0.3;2119
5.1;3.8;1.4;0.3;2120
5.5;3.2;1.6;0.4;2121
5.0;3.6;1.3;0.5;2122
5.1;3.3;1.6;0.5;2124
4.6;3.3;1.9;0.1;2125
4.9;2.9;1.5;0.3;2126
5.0;3.4;1.6;0.4;2127
5.2;3.4;1.4;0.2;2128
5.2;3.3;1.4;0.3;2129
4.5;3.1;1.6;0.1;2130
4.7;3.1;1.6;0.3;2131
5.3;3.4;1.5;0.4;2132
5.2;3.9;1.5;0.2;2133
5.5;4.3;1.4;0.2;2134
4.9;3.0;1.4;0.2;2135
5.0;3.2;1.2;0.3;2136
5.5;3.3;1.3;0.2;2137
4.9;3.1;1.5;0.3;2138
4.3;3.0;1.2;0.2;2139
5.0;3.3;1.4;0.2;2140
5.0;3.5;1.4;0.4;2141
4.4;2.2;1.4;0.2;2142
5.0;3.3;1.6;0.7;2144
5.1;3.7;1.8;0.5;2145
4.9;3.1;1.3;0.4;2146
5.0;3.6;1.5;0.3;2147
4.6;3.1;1.3;0.2;2148
5.3;3.7;1.5;0.3;2149
4.9;3.3;1.3;0.2;2150
5.5;2.8;3.5;1.3;2165
6.7;3.1;4.3;1.6;2166
5.7;2.6;4.0;1.2;2183
5.9;2.7;51;1.5;2184
6.3;2.3;4.3;1.4;2188
5.7;2.9;4.2;1.3;2197
6.2;2.8;4.2;1.4;2198
6.1;3.2;5.8;2.5;2201
5.8;2.7;5.1;1.8;2202
7.2;2.9;5.8;2.1;2203
6.2;2.8;5.4;1.8;2204
6.5;2.9;5.8;2.4;2205
7.6;2.9;6.6;2.1;2206
4.8;2.4;4.4;1.7;2207
6.6;2.5;5.8;1.8;2209
7.1;3.5;6.0;2.5;2210
6.4;3.1;5.1;2.0;2211
6.4;2.8;5.2;2.0;2212
6.7;3.1;5.5;2.1;2213
5.6;2.6;5.0;2.0;2214
5.8;2.7;4.9;2.5;2215
6.5;2.9;5.5;1.9;2217
7.6;3.6;6.5;2.2;2218
7.7;2.4;6.9;2.5;2219
6.8;3.2;5.7;2.3;2221
5.5;2.7;4.8;2.1;2222
7.7;2.7;6.7;2.1;2223
6.3;2.6;4.8;1.9;2224
6.7;3.3;5.6;2.2;2225
7.1;3.1;5.9;1.9;2226
6.1;2.9;4.8;1.8;2227
6.2;3.0;5.0;1.9;2228
6.3;2.8;5.5;2.2;2229
7.3;2.8;5.7;1.6;2230
7.2;2.8;6.0;1.9;2231
7.9;3.9;6.4;2.0;2232
6.4;2.6;5.7;2.2;2233
6.2;2.8;5.2;1.6;2234
6.1;2.6;5.5;1.5;2235
7.7;3.0;6.2;2.2;2236
6.2;3.4;5.5;2.5;2237
6.5;3.1;5.4;1.9;2238
6.0;3.0;4.8;1.9;2239
6.9;3.2;5.3;2.2;2240
6.7;3.1;5.6;2.6;2241
6.8;3.0;5.8;2.3;2244
6.7;3.3;5.7;2.5;2245
6.5;2.9;5.2;2.4;2246
6.3;2.5;4.8;2.0;2247
6.2;3.3;5.4;2.4;2249
5.9;3.1;5.0;1.8;2250
4.7;3.2;1.1;0.3;2253
4.5;3.1;1.5;0.2;2254
4.9;3.4;1.2;0.2;2255
5.2;3.9;1.7;0.5;2256
4.5;3.3;1.4;0.4;2257
4.8;3.4;1.5;0.4;2258
4.4;3.0;1.2;0.3;2259
4.9;3.0;1.4;0.2;2260
5.3;3.6;1.4;0.3;2261
4.8;3.4;1.6;0.3;2262
4.7;2.9;1.5;0.2;2263
4.1;3.0;1.1;0.2;2264
5.7;3.8;1.3;0.3;2265
5.6;4.4;1.4;0.4;2266
5.4;3.7;1.3;0.4;2267
4.9;3.4;1.3;0.3;2268
5.7;3.8;1.7;0.2;2269
5.0;3.8;1.3;0.3;2270
5.2;3.4;1.6;0.3;2271
5.0;3.7;1.5;0.5;2272
4.7;3.6;0.9;0.4;2273
5.2;3.4;1.7;0.5;2274
4.7;3.4;1.9;0.1;2275
4.8;2.8;1.5;0.3;2276
4.9;3.4;1.5;0.6;2277
5.2;3.3;1.4;0.3;2278
5.0;3.5;1.3;0.3;2279
4.8;3.3;1.7;0.3;2280
4.8;3.2;1.5;0.3;2281
