examiner;id;species
Sobhan;1345;Iris-virginica
Andrej;1346;Iris-virginica
Ahmad;1347;Iris-virginica
Matteo;1348;Iris-virginica
Sobhan;1349;Iris-virginica
Andrej;1350;Iris-virginica
Sobhan;1351;Iris-setosa
Andrej;1352;Iris-setosa
Ahmad;1353;Iris-setosa
Matteo;1354;Iris-setosa
Sobhan;1355;Iris-setosa
Andrej;1356;Iris-setosa
Ahmad;1357;Iris-setosa
Matteo;1358;Iris-setosa
Sobhan;1359;Iris-setosa
Andrej;1360;Iris-setosa
Ahmad;1361;Iris-setosa
Sobhan;1363;Iris-setosa
Andrej;1364;Iris-setosa
Ahmad;1365;Iris-setosa
Matteo;1366;Iris-setosa
Sobhan;1367;Iris-setosa
Andrej;1368;Iris-setosa
Ahmad;1369;Iris-setosa
Matteo;1370;Iris-setosa
Sobhan;1371;Iris-setosa
Andrej;1372;Iris-setosa
Ahmad;1373;Iris-setosa
Matteo;1374;Iris-setosa
Sobhan;1375;Iris-setosa
Andrej;1376;Iris-setosa
Ahmad;1377;Iris-setosa
Matteo;1378;Iris-setosa
Andrej;1380;Iris-setosa
Ahmad;1381;Iris-setosa
Matteo;1382;Iris-setosa
Sobhan;1383;Iris-setosa
Andrej;1384;Iris-setosa
Ahmad;1385;Iris-setosa
Matteo;1386;Iris-setosa
Sobhan;1387;Iris-setosa
Andrej;1388;Iris-setosa
Ahmad;1389;Iris-setosa
Matteo;1390;Iris-setosa
Sobhan;1391;Iris-setosa
Andrej;1392;Iris-setosa
Matteo;1394;Iris-setosa
Sobhan;1395;Iris-setosa
Andrej;1396;Iris-setosa
Matteo;1398;Iris-setosa
Andrej;1400;Iris-setosa
Matteo;1402;Iris-versicolor
Ahmad;1425;Iris-versicolor
Ahmad;1433;Iris-versicolor
Ahmad;1449;Iris-versicolor
Sobhan;1451;Iris-virginica
Andrej;1452;Iris-virginica
Ahmad;1453;Iris-virginica
Sobhan;1455;Iris-virginica
Andrej;1456;Iris-virginica
Ahmad;1457;Iris-virginica
Matteo;1458;Iris-virginica
Sobhan;1459;Iris-virginica
Andrej;1460;Iris-virginica
Matteo;1462;Iris-virginica
Sobhan;1463;Iris-virginica
Andrej;1464;Iris-virginica
Ahmad;1465;Iris-virginica
Sobhan;1467;Iris-virginica
Andrej;1468;Iris-virginica
Matteo;1470;Iris-virginica
Sobhan;1471;Iris-virginica
Andrej;1472;Iris-virginica
Matteo;1474;Iris-virginica
Sobhan;1475;Iris-virginica
Andrej;1476;Iris-virginica
Ahmad;1477;Iris-virginica
Matteo;1478;Iris-virginica
Sobhan;1479;Iris-virginica
Andrej;1480;Iris-virginica
Ahmad;1481;Iris-virginica
Matteo;1482;Iris-virginica
Sobhan;1483;Iris-virginica
Andrej;1484;Iris-virginica
Ahmad;1485;Iris-virginica
Matteo;1486;Iris-virginica
Sobhan;1487;Iris-virginica
Andrej;1488;Iris-virginica
Matteo;1490;Iris-virginica
Sobhan;1491;Iris-virginica
Andrej;1492;Iris-virginica
Ahmad;1493;Iris-virginica
Matteo;1494;Iris-virginica
Sobhan;1495;Iris-virginica
Andrej;1496;Iris-virginica
Ahmad;1497;Iris-virginica
Matteo;1498;Iris-virginica
Andrej;1500;Iris-virginica
Sobhan;1501;Iris-setosa
Andrej;1502;Iris-setosa
Ahmad;1503;Iris-setosa
Sobhan;1505;Iris-setosa
Andrej;1506;Iris-setosa
Ahmad;1507;Iris-setosa
Matteo;1508;Iris-setosa
Sobhan;1509;Iris-setosa
Andrej;1510;Iris-setosa
Ahmad;1511;Iris-setosa
Matteo;1512;Iris-setosa
Sobhan;1513;Iris-setosa
Andrej;1514;Iris-setosa
Ahmad;1515;Iris-setosa
Sobhan;1517;Iris-setosa
Andrej;1518;Iris-setosa
Ahmad;1519;Iris-setosa
Matteo;1520;Iris-setosa
Sobhan;1521;Iris-setosa
Andrej;1522;Iris-setosa
Ahmad;1523;Iris-setosa
Sobhan;1525;Iris-setosa
Andrej;1526;Iris-setosa
Ahmad;1527;Iris-setosa
Matteo;1528;Iris-setosa
Sobhan;1529;Iris-setosa
Andrej;1530;Iris-setosa
Ahmad;1531;Iris-setosa
Matteo;1532;Iris-setosa
Sobhan;1533;Iris-setosa
Andrej;1534;Iris-setosa
Ahmad;1535;Iris-setosa
Matteo;1536;Iris-setosa
Sobhan;1537;Iris-setosa
Andrej;1538;Iris-setosa
Ahmad;1539;Iris-setosa
Matteo;1540;Iris-setosa
Sobhan;1541;Iris-setosa
Ahmad;1543;Iris-setosa
Matteo;1544;Iris-setosa
Andrej;1546;Iris-setosa
Ahmad;1547;Iris-setosa
Matteo;1548;Iris-setosa
Sobhan;1549;Iris-setosa
Andrej;1550;Iris-setosa
Sobhan;1553;Iris-versicolor
Andrej;1558;Iris-versicolor
Sobhan;1561;Iris-versicolor
Ahmad;1563;Iris-versicolor
Matteo;1572;Iris-versicolor
Matteo;1580;Iris-versicolor
Ahmad;1587;Iris-versicolor
Matteo;1588;Iris-versicolor
Matteo;1596;Iris-versicolor
Sobhan;1601;Iris-virginica
Andrej;1602;Iris-virginica
Ahmad;1603;Iris-virginica
Matteo;1604;Iris-virginica
Sobhan;1605;Iris-virginica
Andrej;1606;Iris-virginica
Ahmad;1607;Iris-virginica
Matteo;1608;Iris-virginica
Sobhan;1609;Iris-virginica
Andrej;1610;Iris-virginica
Ahmad;1611;Iris-virginica
Matteo;1612;Iris-virginica
Sobhan;1613;Iris-virginica
Andrej;1614;Iris-virginica
Ahmad;1615;Iris-virginica
Matteo;1616;Iris-virginica
Sobhan;1617;Iris-virginica
Andrej;1618;Iris-virginica
Matteo;1620;Iris-virginica
Andrej;1622;Iris-virginica
Ahmad;1623;Iris-virginica
Matteo;1624;Iris-virginica
Sobhan;1625;Iris-virginica
Andrej;1626;Iris-virginica
Ahmad;1627;Iris-virginica
Matteo;1628;Iris-virginica
Sobhan;1629;Iris-virginica
Andrej;1630;Iris-virginica
Ahmad;1631;Iris-virginica
Matteo;1632;Iris-virginica
Sobhan;1633;Iris-virginica
Andrej;1634;Iris-virginica
Ahmad;1635;Iris-virginica
Matteo;1636;Iris-virginica
Sobhan;1637;Iris-virginica
Andrej;1638;Iris-virginica
Ahmad;1639;Iris-virginica
Matteo;1640;Iris-virginica
Sobhan;1641;Iris-virginica
Andrej;1642;Iris-virginica
Ahmad;1643;Iris-virginica
Matteo;1644;Iris-virginica
Sobhan;1645;Iris-virginica
Andrej;1646;Iris-virginica
Ahmad;1647;Iris-virginica
Matteo;1648;Iris-virginica
Sobhan;1649;Iris-virginica
Andrej;1650;Iris-virginica
Sobhan;1651;Iris-setosa
Andrej;1652;Iris-setosa
Ahmad;1653;Iris-setosa
Matteo;1654;Iris-setosa
Sobhan;1655;Iris-setosa
Andrej;1656;Iris-setosa
Ahmad;1657;Iris-setosa
Matteo;1658;Iris-setosa
Andrej;1660;Iris-setosa
Ahmad;1661;Iris-setosa
Matteo;1662;Iris-setosa
Sobhan;1663;Iris-setosa
Ahmad;1665;Iris-setosa
Matteo;1666;Iris-setosa
Sobhan;1667;Iris-setosa
Andrej;1668;Iris-setosa
Ahmad;1669;Iris-setosa
Matteo;1670;Iris-setosa
Sobhan;1671;Iris-setosa
Andrej;1672;Iris-setosa
Ahmad;1673;Iris-setosa
Matteo;1674;Iris-setosa
Sobhan;1675;Iris-setosa
Andrej;1676;Iris-setosa
Ahmad;1677;Iris-setosa
Sobhan;1679;Iris-setosa
Andrej;1680;Iris-setosa
Ahmad;1681;Iris-setosa
Matteo;1682;Iris-setosa
Sobhan;1683;Iris-setosa
Andrej;1684;Iris-setosa
Ahmad;1685;Iris-setosa
Matteo;1686;Iris-setosa
Sobhan;1687;Iris-setosa
Andrej;1688;Iris-setosa
Ahmad;1689;Iris-setosa
Matteo;1690;Iris-setosa
Sobhan;1691;Iris-setosa
Andrej;1692;Iris-setosa
Ahmad;1693;Iris-setosa
Matteo;1694;Iris-setosa
Andrej;1696;Iris-setosa
Ahmad;1697;Iris-setosa
Matteo;1698;Iris-setosa
Sobhan;1699;Iris-setosa
Andrej;1700;Iris-setosa
Ahmad;1701;Iris-versicolor
Sobhan;1707;Iris-versicolor
Ahmad;1709;Iris-versicolor
Ahmad;1721;Iris-versicolor
Ahmad;1725;Iris-versicolor
Ahmad;1737;Iris-versicolor
Sobhan;1739;Iris-versicolor
Andrej;1740;Iris-versicolor
Sobhan;1747;Iris-versicolor
Sobhan;1751;Iris-virginica
Andrej;1752;Iris-virginica
Ahmad;1753;Iris-virginica
Matteo;1754;Iris-virginica
Sobhan;1755;Iris-virginica
Andrej;1756;Iris-virginica
Ahmad;1757;Iris-virginica
Matteo;1758;Iris-virginica
Sobhan;1759;Iris-virginica
Ahmad;1761;Iris-virginica
Matteo;1762;Iris-virginica
Sobhan;1763;Iris-virginica
Andrej;1764;Iris-virginica
Ahmad;1765;Iris-virginica
Sobhan;1767;Iris-virginica
Andrej;1768;Iris-virginica
Ahmad;1769;Iris-virginica
Matteo;1770;Iris-virginica
Sobhan;1771;Iris-virginica
Andrej;1772;Iris-virginica
Ahmad;1773;Iris-virginica
Matteo;1774;Iris-virginica
Sobhan;1775;Iris-virginica
Andrej;1776;Iris-virginica
Ahmad;1777;Iris-virginica
Matteo;1778;Iris-virginica
Sobhan;1779;Iris-virginica
Andrej;1780;Iris-virginica
Ahmad;1781;Iris-virginica
Matteo;1782;Iris-virginica
Sobhan;1783;Iris-virginica
Andrej;1784;Iris-virginica
Ahmad;1785;Iris-virginica
Matteo;1786;Iris-virginica
Sobhan;1787;Iris-virginica
Andrej;1788;Iris-virginica
Ahmad;1789;Iris-virginica
Matteo;1790;Iris-virginica
Sobhan;1791;Iris-virginica
Andrej;1792;Iris-virginica
Ahmad;1793;Iris-virginica
Matteo;1794;Iris-virginica
Sobhan;1795;Iris-virginica
Andrej;1796;Iris-virginica
Ahmad;1797;Iris-virginica
Sobhan;1799;Iris-virginica
Andrej;1800;Iris-virginica
Sobhan;1801;Iris-setosa
Ahmad;1803;Iris-setosa
Sobhan;1805;Iris-setosa
Andrej;1806;Iris-setosa
Ahmad;1807;Iris-setosa
Matteo;1808;Iris-setosa
Sobhan;1809;Iris-setosa
Andrej;1810;Iris-setosa
Ahmad;1811;Iris-setosa
Matteo;1812;Iris-setosa
Sobhan;1813;Iris-setosa
Andrej;1814;Iris-setosa
Ahmad;1815;Iris-setosa
Matteo;1816;Iris-setosa
Sobhan;1817;Iris-setosa
Andrej;1818;Iris-setosa
Ahmad;1819;Iris-setosa
Matteo;1820;Iris-setosa
Sobhan;1821;Iris-setosa
Andrej;1822;Iris-setosa
Ahmad;1823;Iris-setosa
Matteo;1824;Iris-setosa
Sobhan;1825;Iris-setosa
Andrej;1826;Iris-setosa
Ahmad;1827;Iris-setosa
Matteo;1828;Iris-setosa
Sobhan;1829;Iris-setosa
Andrej;1830;Iris-setosa
Matteo;1832;Iris-setosa
Sobhan;1833;Iris-setosa
Andrej;1834;Iris-setosa
Ahmad;1835;Iris-setosa
Matteo;1836;Iris-setosa
Sobhan;1837;Iris-setosa
Andrej;1838;Iris-setosa
Ahmad;1839;Iris-setosa
Matteo;1840;Iris-setosa
Andrej;1842;Iris-setosa
Matteo;1844;Iris-setosa
Sobhan;1845;Iris-setosa
Andrej;1846;Iris-setosa
Ahmad;1847;Iris-setosa
Matteo;1848;Iris-setosa
Sobhan;1849;Iris-setosa
Sobhan;1853;Iris-versicolor
Andrej;1854;Iris-versicolor
Sobhan;1865;Iris-versicolor
Andrej;1870;Iris-versicolor
Matteo;1876;Iris-versicolor
Sobhan;1881;Iris-versicolor
Sobhan;1885;Iris-versicolor
Matteo;1888;Iris-versicolor
Andrej;1894;Iris-versicolor
Sobhan;1901;Iris-virginica
Andrej;1902;Iris-virginica
Ahmad;1903;Iris-virginica
Matteo;1904;Iris-virginica
Sobhan;1905;Iris-virginica
Andrej;1906;Iris-virginica
Ahmad;1907;Iris-virginica
Matteo;1908;Iris-virginica
Sobhan;1909;Iris-virginica
Andrej;1910;Iris-virginica
Ahmad;1911;Iris-virginica
Matteo;1912;Iris-virginica
Sobhan;1913;Iris-virginica
Andrej;1914;Iris-virginica
Ahmad;1915;Iris-virginica
Matteo;1916;Iris-virginica
Sobhan;1917;Iris-virginica
Ahmad;1919;Iris-virginica
Matteo;1920;Iris-virginica
Sobhan;1921;Iris-virginica
Andrej;1922;Iris-virginica
Ahmad;1923;Iris-virginica
Matteo;1924;Iris-virginica
Sobhan;1925;Iris-virginica
Andrej;1926;Iris-virginica
Ahmad;1927;Iris-virginica
Matteo;1928;Iris-virginica
Sobhan;1929;Iris-virginica
Andrej;1930;Iris-virginica
Ahmad;1931;Iris-virginica
Matteo;1932;Iris-virginica
Sobhan;1933;Iris-virginica
Andrej;1934;Iris-virginica
Ahmad;1935;Iris-virginica
Matteo;1936;Iris-virginica
Sobhan;1937;Iris-virginica
Andrej;1938;Iris-virginica
Ahmad;1939;Iris-virginica
Matteo;1940;Iris-virginica
Sobhan;1941;Iris-virginica
Andrej;1942;Iris-virginica
Ahmad;1943;Iris-virginica
Matteo;1944;Iris-virginica
Sobhan;1945;Iris-virginica
Andrej;1946;Iris-virginica
Ahmad;1947;Iris-virginica
Matteo;1948;Iris-virginica
Andrej;1950;Iris-virginica
Sobhan;1951;Iris-setosa
Andrej;1952;Iris-setosa
Ahmad;1953;Iris-setosa
Matteo;1954;Iris-setosa
Sobhan;1955;Iris-setosa
Ahmad;1957;Iris-setosa
Matteo;1958;Iris-setosa
Sobhan;1959;Iris-setosa
Andrej;1960;Iris-setosa
Ahmad;1961;Iris-setosa
Sobhan;1963;Iris-setosa
Andrej;1964;Iris-setosa
Ahmad;1965;Iris-setosa
Matteo;1966;Iris-setosa
Andrej;1968;Iris-setosa
Ahmad;1969;Iris-setosa
Matteo;1970;Iris-setosa
Sobhan;1971;Iris-setosa
Andrej;1972;Iris-setosa
Ahmad;1973;Iris-setosa
Matteo;1974;Iris-setosa
Sobhan;1975;Iris-setosa
Ahmad;1977;Iris-setosa
Matteo;1978;Iris-setosa
Sobhan;1979;Iris-setosa
Andrej;1980;Iris-setosa
Ahmad;1981;Iris-setosa
Matteo;1982;Iris-setosa
Sobhan;1983;Iris-setosa
Andrej;1984;Iris-setosa
Ahmad;1985;Iris-setosa
Matteo;1986;Iris-setosa
Sobhan;1987;Iris-setosa
Andrej;1988;Iris-setosa
Matteo;1990;Iris-setosa
Ahmad;1993;Iris-setosa
Sobhan;1995;Iris-setosa
Andrej;1996;Iris-setosa
Ahmad;1997;Iris-setosa
Matteo;1998;Iris-setosa
Andrej;2000;Iris-setosa
Ahmad;2001;Iris-versicolor
Matteo;2006;Iris-versicolor
Ahmad;2009;Iris-versicolor
Ahmad;2029;Iris-versicolor
Andrej;2032;Iris-versicolor
Sobhan;2051;Iris-virginica
Andrej;2052;Iris-virginica
Ahmad;2053;Iris-virginica
Matteo;2054;Iris-virginica
Sobhan;2055;Iris-virginica
Andrej;2056;Iris-virginica
Ahmad;2057;Iris-virginica
Matteo;2058;Iris-virginica
Sobhan;2059;Iris-virginica
Andrej;2060;Iris-virginica
Ahmad;2061;Iris-virginica
Matteo;2062;Iris-virginica
Sobhan;2063;Iris-virginica
Andrej;2064;Iris-virginica
Ahmad;2065;Iris-virginica
Sobhan;2067;Iris-virginica
Andrej;2068;Iris-virginica
Ahmad;2069;Iris-virginica
Matteo;2070;Iris-virginica
Sobhan;2071;Iris-virginica
Andrej;2072;Iris-virginica
Ahmad;2073;Iris-virginica
Matteo;2074;Iris-virginica
Sobhan;2075;Iris-virginica
Andrej;2076;Iris-virginica
Ahmad;2077;Iris-virginica
Matteo;2078;Iris-virginica
Sobhan;2079;Iris-virginica
Andrej;2080;Iris-virginica
Ahmad;2081;Iris-virginica
Matteo;2082;Iris-virginica
Sobhan;2083;Iris-virginica
Andrej;2084;Iris-virginica
Ahmad;2085;Iris-virginica
Matteo;2086;Iris-virginica
Sobhan;2087;Iris-virginica
Andrej;2088;Iris-virginica
Ahmad;2089;Iris-virginica
Matteo;2090;Iris-virginica
Sobhan;2091;Iris-virginica
Andrej;2092;Iris-virginica
Ahmad;2093;Iris-virginica
Matteo;2094;Iris-virginica
Sobhan;2095;Iris-virginica
Andrej;2096;Iris-virginica
Ahmad;2097;Iris-virginica
Matteo;2098;Iris-virginica
Sobhan;2099;Iris-virginica
Andrej;2100;Iris-virginica
Andrej;2102;Iris-setosa
Ahmad;2103;Iris-setosa
Matteo;2104;Iris-setosa
Sobhan;2105;Iris-setosa
Andrej;2106;Iris-setosa
Ahmad;2107;Iris-setosa
Matteo;2108;Iris-setosa
Andrej;2110;Iris-setosa
Ahmad;2111;Iris-setosa
Matteo;2112;Iris-setosa
Sobhan;2113;Iris-setosa
Andrej;2114;Iris-setosa
Ahmad;2115;Iris-setosa
Sobhan;2117;Iris-setosa
Andrej;2118;Iris-setosa
Ahmad;2119;Iris-setosa
Matteo;2120;Iris-setosa
Sobhan;2121;Iris-setosa
Andrej;2122;Iris-setosa
Matteo;2124;Iris-setosa
Sobhan;2125;Iris-setosa
Andrej;2126;Iris-setosa
Ahmad;2127;Iris-setosa
Matteo;2128;Iris-setosa
Sobhan;2129;Iris-setosa
Andrej;2130;Iris-setosa
Ahmad;2131;Iris-setosa
Matteo;2132;Iris-setosa
Sobhan;2133;Iris-setosa
Andrej;2134;Iris-setosa
Ahmad;2135;Iris-setosa
Matteo;2136;Iris-setosa
Sobhan;2137;Iris-setosa
Andrej;2138;Iris-setosa
Ahmad;2139;Iris-setosa
Matteo;2140;Iris-setosa
Sobhan;2141;Iris-setosa
Andrej;2142;Iris-setosa
Matteo;2144;Iris-setosa
Sobhan;2145;Iris-setosa
Andrej;2146;Iris-setosa
Ahmad;2147;Iris-setosa
Matteo;2148;Iris-setosa
Sobhan;2149;Iris-setosa
Andrej;2150;Iris-setosa
Sobhan;2165;Iris-versicolor
Andrej;2166;Iris-versicolor
Ahmad;2183;Iris-versicolor
Matteo;2184;Iris-versicolor
Matteo;2188;Iris-versicolor
Sobhan;2197;Iris-versicolor
Andrej;2198;Iris-versicolor
Sobhan;2201;Iris-virginica
Andrej;2202;Iris-virginica
Ahmad;2203;Iris-virginica
Matteo;2204;Iris-virginica
Sobhan;2205;Iris-virginica
Andrej;2206;Iris-virginica
Ahmad;2207;Iris-virginica
Sobhan;2209;Iris-virginica
Andrej;2210;Iris-virginica
Ahmad;2211;Iris-virginica
Matteo;2212;Iris-virginica
Sobhan;2213;Iris-virginica
Andrej;2214;Iris-virginica
Ahmad;2215;Iris-virginica
Sobhan;2217;Iris-virginica
Andrej;2218;Iris-virginica
Ahmad;2219;Iris-virginica
Sobhan;2221;Iris-virginica
Andrej;2222;Iris-virginica
Ahmad;2223;Iris-virginica
Matteo;2224;Iris-virginica
Sobhan;2225;Iris-virginica
Andrej;2226;Iris-virginica
Ahmad;2227;Iris-virginica
Matteo;2228;Iris-virginica
Sobhan;2229;Iris-virginica
Andrej;2230;Iris-virginica
Ahmad;2231;Iris-virginica
Matteo;2232;Iris-virginica
Sobhan;2233;Iris-virginica
Andrej;2234;Iris-virginica
Ahmad;2235;Iris-virginica
Matteo;2236;Iris-virginica
Sobhan;2237;Iris-virginica
Andrej;2238;Iris-virginica
Ahmad;2239;Iris-virginica
Matteo;2240;Iris-virginica
Sobhan;2241;Iris-virginica
Matteo;2244;Iris-virginica
Sobhan;2245;Iris-virginica
Andrej;2246;Iris-virginica
Ahmad;2247;Iris-virginica
Sobhan;2249;Iris-virginica
Andrej;2250;Iris-virginica
Ahmad;2253;Iris-setosa
Matteo;2254;Iris-setosa
Sobhan;2255;Iris-setosa
Andrej;2256;Iris-setosa
Ahmad;2257;Iris-setosa
Matteo;2258;Iris-setosa
Sobhan;2259;Iris-setosa
Andrej;2260;Iris-setosa
Ahmad;2261;Iris-setosa
Matteo;2262;Iris-setosa
Sobhan;2263;Iris-setosa
Andrej;2264;Iris-setosa
Ahmad;2265;Iris-setosa
Matteo;2266;Iris-setosa
Sobhan;2267;Iris-setosa
Andrej;2268;Iris-setosa
Ahmad;2269;Iris-setosa
Matteo;2270;Iris-setosa
Sobhan;2271;Iris-setosa
Andrej;2272;Iris-setosa
Ahmad;2273;Iris-setosa
Matteo;2274;Iris-setosa
Sobhan;2275;Iris-setosa
Andrej;2276;Iris-setosa
Ahmad;2277;Iris-setosa
Matteo;2278;Iris-setosa
Sobhan;2279;Iris-setosa
Andrej;2280;Iris-setosa
Ahmad;2281;Iris-setosa
Matteo;2282;Iris-setosa
Sobhan;2283;Iris-setosa
Andrej;2284;Iris-setosa
Ahmad;2285;Iris-setosa
Matteo;2286;Iris-setosa
Sobhan;2287;Iris-setosa
Andrej;2288;Iris-setosa
Ahmad;2289;Iris-setosa
Matteo;2290;Iris-setosa
Sobhan;2291;Iris-setosa
Andrej;2292;Iris-setosa
Matteo;2294;Iris-setosa
Sobhan;2295;Iris-setosa
Andrej;2296;Iris-setosa
Ahmad;2297;Iris-setosa
Matteo;2298;Iris-setosa
Sobhan;2299;Iris-setosa
Andrej;2300;Iris-setosa
Andrej;2324;Iris-versicolor
Andrej;2328;Iris-versicolor
Sobhan;2331;Iris-versicolor
Sobhan;2343;Iris-versicolor
Sobhan;2351;Iris-virginica
Andrej;2352;Iris-virginica
Ahmad;2353;Iris-virginica
Matteo;2354;Iris-virginica
Sobhan;2355;Iris-virginica
Andrej;2356;Iris-virginica
Ahmad;2357;Iris-virginica
Matteo;2358;Iris-virginica
Sobhan;2359;Iris-virginica
Andrej;2360;Iris-virginica
Ahmad;2361;Iris-virginica
Matteo;2362;Iris-virginica
Sobhan;2363;Iris-virginica
Andrej;2364;Iris-virginica
Ahmad;2365;Iris-virginica
Matteo;2366;Iris-virginica
Sobhan;2367;Iris-virginica
Andrej;2368;Iris-virginica
Ahmad;2369;Iris-virginica
Matteo;2370;Iris-virginica
Sobhan;2371;Iris-virginica
Ahmad;2373;Iris-virginica
Matteo;2374;Iris-virginica
Andrej;2376;Iris-virginica
Ahmad;2377;Iris-virginica
Matteo;2378;Iris-virginica
Sobhan;2379;Iris-virginica
Ahmad;2381;Iris-virginica
Matteo;2382;Iris-virginica
Sobhan;2383;Iris-virginica
Andrej;2384;Iris-virginica
Ahmad;2385;Iris-virginica
Matteo;2386;Iris-virginica
Sobhan;2387;Iris-virginica
Andrej;2388;Iris-virginica
Ahmad;2389;Iris-virginica
Matteo;2390;Iris-virginica
Sobhan;2391;Iris-virginica
Andrej;2392;Iris-virginica
Ahmad;2393;Iris-virginica
Sobhan;2395;Iris-virginica
Andrej;2396;Iris-virginica
Ahmad;2397;Iris-virginica
Matteo;2398;Iris-virginica
Sobhan;2399;Iris-virginica
Andrej;2400;Iris-virginica
Sobhan;2401;Iris-setosa
Andrej;2402;Iris-setosa
Ahmad;2403;Iris-setosa
Matteo;2404;Iris-setosa
Sobhan;2405;Iris-setosa
Andrej;2406;Iris-setosa
Ahmad;2407;Iris-setosa
Matteo;2408;Iris-setosa
Sobhan;2409;Iris-setosa
Matteo;2412;Iris-setosa
Sobhan;2413;Iris-setosa
Andrej;2414;Iris-setosa
Ahmad;2415;Iris-setosa
Sobhan;2417;Iris-setosa
Andrej;2418;Iris-setosa
Ahmad;2419;Iris-setosa
Matteo;2420;Iris-setosa
Sobhan;2421;Iris-setosa
Andrej;2422;Iris-setosa
Matteo;2424;Iris-setosa
Sobhan;2425;Iris-setosa
Andrej;2426;Iris-setosa
Ahmad;2427;Iris-setosa
Matteo;2428;Iris-setosa
Andrej;2430;Iris-setosa
Ahmad;2431;Iris-setosa
Sobhan;2433;Iris-setosa
Andrej;2434;Iris-setosa
Ahmad;2435;Iris-setosa
Sobhan;2437;Iris-setosa
Andrej;2438;Iris-setosa
Ahmad;2439;Iris-setosa
Matteo;2440;Iris-setosa
Sobhan;2441;Iris-setosa
Andrej;2442;Iris-setosa
Ahmad;2443;Iris-setosa
Matteo;2444;Iris-setosa
Sobhan;2445;Iris-setosa
Andrej;2446;Iris-setosa
Ahmad;2447;Iris-setosa
Matteo;2448;Iris-setosa
Sobhan;2449;Iris-setosa
Ahmad;2459;Iris-versicolor
Sobhan;2465;Iris-versicolor
Sobhan;2469;Iris-versicolor
Andrej;2470;Iris-versicolor
Ahmad;2475;Iris-versicolor
Andrej;2478;Iris-versicolor
Matteo;2480;Iris-versicolor
Andrej;2482;Iris-versicolor
Andrej;2490;Iris-versicolor
Matteo;2492;Iris-versicolor
Sobhan;2493;Iris-versicolor
Andrej;2494;Iris-versicolor
Ahmad;2495;Iris-versicolor
Sobhan;2501;Iris-virginica
Andrej;2502;Iris-virginica
Ahmad;2503;Iris-virginica
Matteo;2504;Iris-virginica
Sobhan;2505;Iris-virginica
Andrej;2506;Iris-virginica
Sobhan;2509;Iris-virginica
Andrej;2510;Iris-virginica
Ahmad;2511;Iris-virginica
Matteo;2512;Iris-virginica
Sobhan;2513;Iris-virginica
Andrej;2514;Iris-virginica
Ahmad;2515;Iris-virginica
Matteo;2516;Iris-virginica
Sobhan;2517;Iris-virginica
Andrej;2518;Iris-virginica
Ahmad;2519;Iris-virginica
Matteo;2520;Iris-virginica
Sobhan;2521;Iris-virginica
Andrej;2522;Iris-virginica
Ahmad;2523;Iris-virginica
Matteo;2524;Iris-virginica
Sobhan;2525;Iris-virginica
Andrej;2526;Iris-virginica
Ahmad;2527;Iris-virginica
Matteo;2528;Iris-virginica
Sobhan;2529;Iris-virginica
Andrej;2530;Iris-virginica
Ahmad;2531;Iris-virginica
Matteo;2532;Iris-virginica
Sobhan;2533;Iris-virginica
Andrej;2534;Iris-virginica
Ahmad;2535;Iris-virginica
Matteo;2536;Iris-virginica
Andrej;2538;Iris-virginica
Ahmad;2539;Iris-virginica
Matteo;2540;Iris-virginica
Sobhan;2541;Iris-virginica
Andrej;2542;Iris-virginica
Ahmad;2543;Iris-virginica
Matteo;2544;Iris-virginica
Sobhan;2545;Iris-virginica
Andrej;2546;Iris-virginica
Ahmad;2547;Iris-virginica
Matteo;2548;Iris-virginica
Andrej;2550;Iris-virginica
Sobhan;2551;Iris-setosa
Andrej;2552;Iris-setosa
Ahmad;2553;Iris-setosa
Matteo;2554;Iris-setosa
Sobhan;2555;Iris-setosa
Andrej;2556;Iris-setosa
Ahmad;2557;Iris-setosa
Matteo;2558;Iris-setosa
Sobhan;2559;Iris-setosa
Andrej;2560;Iris-setosa
Ahmad;2561;Iris-setosa
Matteo;2562;Iris-setosa
Sobhan;2563;Iris-setosa
Ahmad;2565;Iris-setosa
Matteo;2566;Iris-setosa
Sobhan;2567;Iris-setosa
Andrej;2568;Iris-setosa
Ahmad;2569;Iris-setosa
Sobhan;2571;Iris-setosa
Ahmad;2573;Iris-setosa
Matteo;2574;Iris-setosa
Sobhan;2575;Iris-setosa
Andrej;2576;Iris-setosa
Ahmad;2577;Iris-setosa
Matteo;2578;Iris-setosa
Sobhan;2579;Iris-setosa
Andrej;2580;Iris-setosa
Ahmad;2581;Iris-setosa
Matteo;2582;Iris-setosa
Sobhan;2583;Iris-setosa
Andrej;2584;Iris-setosa
Ahmad;2585;Iris-setosa
Matteo;2586;Iris-setosa
Sobhan;2587;Iris-setosa
Andrej;2588;Iris-setosa
Ahmad;2589;Iris-setosa
Matteo;2590;Iris-setosa
Sobhan;2591;Iris-setosa
Andrej;2592;Iris-setosa
Ahmad;2593;Iris-setosa
Matteo;2594;Iris-setosa
Sobhan;2595;Iris-setosa
Andrej;2596;Iris-setosa
Ahmad;2597;Iris-setosa
Matteo;2598;Iris-setosa
Sobhan;2599;Iris-setosa
Andrej;2600;Iris-setosa
Matteo;2606;Iris-versicolor
Sobhan;2607;Iris-versicolor
Sobhan;2611;Iris-versicolor
Andrej;2620;Iris-versicolor
